Step,body_V,body_I,source_V,source_I,drain_V,drain_I,gate_V
mos2d,0.0,-6.697054882015992e-15,0.0,-6.203797379394336e-16,2.99999999999998,7.199216355644854e-15,-2.9899999999999802
mos2d,0.0,-6.698573296657263e-15,0.0,-5.686203879697598e-16,2.99999999999998,6.3204515247156804e-15,-2.9799999999999804
mos2d,0.0,-6.700129977094048e-15,0.0,-5.700737802756601e-16,2.99999999999998,6.726150550029329e-15,-2.9699999999999807
mos2d,0.0,-6.701791976027466e-15,0.0,-6.318293363756476e-16,2.99999999999998,6.566167227029317e-15,-2.959999999999981
mos2d,0.0,-6.703305855015114e-15,0.0,-6.98310936490491e-16,2.99999999999998,6.542255046059777e-15,-2.949999999999981
mos2d,0.0,-6.704953945123997e-15,0.0,-5.243032921736418e-16,2.99999999999998,6.431143834459706e-15,-2.9399999999999813
mos2d,0.0,-6.706408375070306e-15,0.0,-6.208617154408366e-16,2.99999999999998,6.623462272582711e-15,-2.9299999999999815
mos2d,0.0,-6.708060770424349e-15,0.0,-4.48653832792094e-16,2.99999999999998,6.335760735325453e-15,-2.9199999999999817
mos2d,0.0,-6.70962715044119e-15,0.0,-7.909724027660681e-16,2.99999999999998,6.2479840904230435e-15,-2.909999999999982
mos2d,0.0,-6.711219591318976e-15,0.0,-6.441768475380497e-16,2.99999999999998,7.065875074463476e-15,-2.899999999999982
mos2d,0.0,-6.712909410112713e-15,0.0,-5.347771245101207e-16,2.99999999999998,6.316233610454182e-15,-2.8899999999999824
mos2d,0.0,-6.7145124931279154e-15,0.0,-6.13724702051265e-16,2.99999999999998,6.109932057551179e-15,-2.8799999999999826
mos2d,0.0,-6.716097240021776e-15,0.0,-5.617215800442262e-16,2.99999999999998,6.523191064768708e-15,-2.869999999999983
mos2d,0.0,-6.717781081937518e-15,0.0,-5.290832195428109e-16,2.99999999999998,6.5601641367956885e-15,-2.859999999999983
mos2d,0.0,-6.7194165251413e-15,0.0,-6.317136180682505e-16,2.99999999999998,6.245370383175374e-15,-2.849999999999983
mos2d,0.0,-6.721035274829423e-15,0.0,-5.651467395638877e-16,2.99999999999998,6.1989364497232246e-15,-2.8399999999999834
mos2d,0.0,-6.722903991780028e-15,0.0,-4.947345052268792e-16,2.99999999999998,6.7993559811051145e-15,-2.8299999999999836
mos2d,0.0,-6.724519809841877e-15,0.0,-4.938581705744549e-16,2.99999999999998,7.123223419214789e-15,-2.819999999999984
mos2d,0.0,-6.726147077508216e-15,0.0,-5.205588293691805e-16,2.99999999999998,6.5509039612364236e-15,-2.809999999999984
mos2d,0.0,-6.727997410939976e-15,0.0,-5.477368364857399e-16,2.99999999999998,6.4247774236603256e-15,-2.7999999999999843
mos2d,0.0,-6.7296859278149e-15,0.0,-5.156204722069829e-16,2.99999999999998,6.562368010118041e-15,-2.7899999999999845
mos2d,0.0,-6.731326186703266e-15,0.0,-4.565094173899118e-16,2.99999999999998,6.592686458069242e-15,-2.7799999999999847
mos2d,0.0,-6.733098008281395e-15,0.0,-4.714203553323219e-16,2.99999999999998,7.231964141373894e-15,-2.769999999999985
mos2d,0.0,-6.7349496768519476e-15,0.0,-5.484457763832039e-16,2.99999999999998,6.71850916728002e-15,-2.759999999999985
mos2d,0.0,-6.736743274087989e-15,0.0,-4.934078156113699e-16,2.99999999999998,6.31110294369176e-15,-2.7499999999999853
mos2d,0.0,-6.73853189027701e-15,0.0,-5.933020279014775e-16,2.99999999999998,6.7948055630878584e-15,-2.7399999999999856
mos2d,0.0,-6.740362789665992e-15,0.0,-6.734508635255331e-16,2.99999999999998,7.153165914413255e-15,-2.7299999999999858
mos2d,0.0,-6.742124219124162e-15,0.0,-7.119263700596504e-16,2.99999999999998,6.945971418215126e-15,-2.719999999999986
mos2d,0.0,-6.744121204292313e-15,0.0,-4.777853179546054e-16,2.99999999999998,7.469752409331457e-15,-2.709999999999986
mos2d,0.0,-6.7459523890312925e-15,0.0,-4.553694115401187e-16,2.99999999999998,7.431939477210456e-15,-2.6999999999999864
mos2d,0.0,-6.747872422617128e-15,0.0,-6.2501880150334945e-16,2.99999999999998,6.394882325387395e-15,-2.6899999999999866
mos2d,0.0,-6.7498406621794065e-15,0.0,-4.3534177448578917e-16,2.99999999999998,6.768741651219767e-15,-2.679999999999987
mos2d,0.0,-6.751809092500579e-15,0.0,-6.015941473330796e-16,2.99999999999998,6.850112223412512e-15,-2.669999999999987
mos2d,0.0,-6.753800169655455e-15,0.0,-4.269133382341985e-16,2.99999999999998,6.5298748225852026e-15,-2.6599999999999873
mos2d,0.0,-6.755797011012664e-15,0.0,-4.2015101834209777e-16,2.99999999999998,6.669589711207918e-15,-2.6499999999999875
mos2d,0.0,-6.757875604498583e-15,0.0,-5.026741638739629e-16,2.99999999999998,6.802390061728063e-15,-2.6399999999999877
mos2d,0.0,-6.760005970764713e-15,0.0,-5.508209438730265e-16,2.99999999999998,6.5100837133207e-15,-2.629999999999988
mos2d,0.0,-6.762135497331434e-15,0.0,-4.933587918320433e-16,2.99999999999998,6.807546149390374e-15,-2.619999999999988
mos2d,0.0,-6.764160906143862e-15,0.0,-5.277089587845275e-16,2.99999999999998,6.772865512752117e-15,-2.6099999999999883
mos2d,0.0,-6.766311570983217e-15,0.0,-7.104343517410269e-16,2.99999999999998,7.091599896659037e-15,-2.5999999999999885
mos2d,0.0,-6.768632230907272e-15,0.0,-4.952377003030247e-16,2.99999999999998,6.870994124539219e-15,-2.5899999999999888
mos2d,0.0,-6.770830848920213e-15,0.0,-5.124464833679024e-16,2.99999999999998,6.224662486640576e-15,-2.579999999999989
mos2d,0.0,-6.772994979153111e-15,0.0,-5.538890039139962e-16,2.99999999999998,6.966229245875099e-15,-2.569999999999989
mos2d,0.0,-6.7753651467957854e-15,0.0,-4.982954817919846e-16,2.99999999999998,6.770750201109378e-15,-2.5599999999999894
mos2d,0.0,-6.777660386918225e-15,0.0,-6.298857310307167e-16,2.99999999999998,6.648978054910344e-15,-2.5499999999999896
mos2d,0.0,-6.780080213142415e-15,0.0,-5.618548996505055e-16,2.99999999999998,6.643633737765141e-15,-2.53999999999999
