Step,body_V,body_I,source_V,source_I,drain_V,drain_I,gate_V
mos2d,0.0,-7.392997162717705e-15,0.0,-2.5164336012458443e-16,2.99999999999998,6.856799388047072e-15,-2.9899999999999802
mos2d,0.0,-7.114095847657392e-15,0.0,-6.960463187740877e-17,2.99999999999998,6.375802229912029e-15,-2.9799999999999804
mos2d,0.0,-7.099306025786614e-15,0.0,-3.5422669873223455e-16,2.99999999999998,6.18631202423624e-15,-2.9699999999999807
mos2d,0.0,-7.494922129874401e-15,0.0,-2.0443868111233905e-16,2.99999999999998,6.1932830578328056e-15,-2.959999999999981
mos2d,0.0,-7.770428051387202e-15,0.0,-5.162127465530754e-16,2.99999999999998,6.297109897061224e-15,-2.949999999999981
mos2d,0.0,-6.79232810030129e-15,0.0,-1.869308146641263e-16,2.99999999999998,6.5852208388360255e-15,-2.9399999999999813
mos2d,0.0,-7.326317918357838e-15,0.0,-2.2083268980275824e-16,2.99999999999998,6.411962301789258e-15,-2.9299999999999815
mos2d,0.0,-7.44684112183856e-15,0.0,-1.7434839688568187e-16,2.99999999999998,6.5436588225252366e-15,-2.9199999999999817
mos2d,0.0,-7.691739064919602e-15,0.0,9.083124486827832e-18,2.99999999999998,6.73898958495459e-15,-2.909999999999982
mos2d,0.0,-7.0131125921926756e-15,0.0,-1.4056297299134142e-16,2.99999999999998,6.299016117671358e-15,-2.899999999999982
mos2d,0.0,-7.648319402075457e-15,0.0,-3.23207364527057e-16,2.99999999999998,6.937712890975096e-15,-2.8899999999999824
mos2d,0.0,-7.471040820850497e-15,0.0,-7.841534508904388e-17,2.99999999999998,6.9396887261924855e-15,-2.8799999999999826
mos2d,0.0,-7.41930174187342e-15,0.0,-3.751307667644077e-16,2.99999999999998,6.625486790896437e-15,-2.869999999999983
mos2d,0.0,-7.388586784658616e-15,0.0,-1.4407264573673175e-16,2.99999999999998,6.3367265485157556e-15,-2.859999999999983
mos2d,0.0,-7.504772813933106e-15,0.0,-1.6546900084965367e-16,2.99999999999998,6.47758163660872e-15,-2.849999999999983
mos2d,0.0,-7.716840124889564e-15,0.0,-2.6057104801630253e-16,2.99999999999998,7.412703826138382e-15,-2.8399999999999834
mos2d,0.0,-7.603616159242477e-15,0.0,-2.3460400037694444e-16,2.99999999999998,6.922211052760938e-15,-2.8299999999999836
mos2d,0.0,-7.577878786494256e-15,0.0,8.656897343774524e-17,2.99999999999998,6.280304055531131e-15,-2.819999999999984
mos2d,0.0,-7.519382429496752e-15,0.0,-3.8532420375875685e-16,2.99999999999998,6.3908847679265006e-15,-2.809999999999984
mos2d,0.0,-7.621929283479523e-15,0.0,-2.764949854010294e-16,2.99999999999998,6.8689200653274644e-15,-2.7999999999999843
mos2d,0.0,-7.495347341995475e-15,0.0,-1.7268579163399993e-16,2.99999999999998,7.38048981459812e-15,-2.7899999999999845
mos2d,0.0,-7.312697115605623e-15,0.0,-3.879999639666509e-16,2.99999999999998,7.457718604647962e-15,-2.7799999999999847
mos2d,0.0,-7.336303991504765e-15,0.0,-1.2261409820994391e-16,2.99999999999998,6.944317957284977e-15,-2.769999999999985
mos2d,0.0,-7.23953598295857e-15,0.0,-2.2471708228633625e-16,2.99999999999998,6.807564395495784e-15,-2.759999999999985
mos2d,0.0,-7.515071781850808e-15,0.0,-3.0554190999553325e-16,2.99999999999998,6.347665071095738e-15,-2.7499999999999853
mos2d,0.0,-7.24669132889326e-15,0.0,-2.2100130244755503e-17,2.99999999999998,6.391737149682183e-15,-2.7399999999999856
mos2d,0.0,-7.253365841844734e-15,0.0,-2.2617075943368035e-16,2.99999999999998,6.694415383809842e-15,-2.7299999999999858
mos2d,0.0,-7.341433633319556e-15,0.0,-1.5105860312698077e-16,2.99999999999998,6.246185876031174e-15,-2.719999999999986
mos2d,0.0,-7.400719191096162e-15,0.0,-3.9086632391132556e-16,2.99999999999998,6.740320618234428e-15,-2.709999999999986
mos2d,0.0,-7.49605747388762e-15,0.0,-3.091764565402252e-16,2.99999999999998,7.18461691204754e-15,-2.6999999999999864
mos2d,0.0,-7.141826138691382e-15,0.0,-1.3743104942189517e-16,2.99999999999998,7.328860184654231e-15,-2.6899999999999866
mos2d,0.0,-7.369757045452863e-15,0.0,-1.9383481671255386e-17,2.99999999999998,6.827316623750111e-15,-2.679999999999987
mos2d,0.0,-7.368114299424081e-15,0.0,-4.388899665451187e-16,2.99999999999998,6.671753197048667e-15,-2.669999999999987
mos2d,0.0,-7.674863461350668e-15,0.0,-2.9609868344764274e-16,2.99999999999998,6.5903282352334905e-15,-2.6599999999999873
