Step,body_V,body_I,source_V,source_I,drain_V,drain_I,gate_V
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.9899999999999802
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.9799999999999804
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.9699999999999807
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.959999999999981
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.949999999999981
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.9399999999999813
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.9299999999999815
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.9199999999999817
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.909999999999982
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.899999999999982
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.8899999999999824
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.8799999999999826
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.869999999999983
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.859999999999983
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.849999999999983
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.8399999999999834
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.8299999999999836
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.819999999999984
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.809999999999984
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.7999999999999843
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.7899999999999845
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.7799999999999847
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.769999999999985
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.759999999999985
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.7499999999999853
mos2d,0.0,5.801210770478715e-15,0.0,-7.193055594858662e-05,2.99999999999998,7.193055211521909e-05,-2.7399999999999856
